"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TP4EQTYG","journalArticle","2015","Dillon, Stuart; Deakins, Eric; Hofmann, Sara; Räckers, Michael; Kohlborn, Thomas","A Longitudinal Study of Local E-Government Development: The Policy Maker Perspective","","","","10.18151/7217303","http://aisel.aisnet.org/ecis2015_cr/37","Developments in information and communication technologies have been an enabler of enhanced, citizen focused services by governments around the world.  Electronic Government, or E-Government, is widely regarded as a disruptor of traditional e-government service provision through greater citizen access, enhanced democracy, improved information quality, and a range of governmental efficiencies. Local government has been a key e-government focus for many nations due to the wide and varied interactions these governmental agencies have with citizens. A gap in the literature exists that monitors the development of local e-government, especially from the policy maker perspective, of This study presents the findings of a longitudinal study exploring the development of local e-government in New Zealand – from the policy makers’ perspective. All local and regional authorities in New Zealand were surveyed in 2000, 2004, and 2012 with the goal of understanding the key considerations associated with the development of e-government strategies and subsequent implementation of associated infrastructure. While local e-government development has been more incremental than transformational, there has been a trend towards greater consideration of citizen-focused issues including the likes of Consumer Confidence, Trust, Accessibility, The Digital Divide, Indigenous Peoples, Security, and Privacy. This offers a degree of reassurance that local authorities remain, and are indeed increasingly, focused on the provision of enhanced services to the communities they serve.","2015","2022-04-24 14:34:04","2022-04-24 14:34:04","2022-04-24 14:34:00","","","","","","","A Longitudinal Study of Local E-Government Development","","","","","","","","","","","","DOI.org (Datacite)","","","","","","","E-Government; Local Government; Governmental Issues","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2SMQQMT","conferencePaper","2018","Dijkhuis, Sander; van Wijk, Remco; Dorhout, Hidde; Bharosa, Nitesh","When Willeke can get rid of paperwork: a lean infrastructure for qualified information exchange based on trusted identities","Proceedings of the 19th Annual International Conference on Digital Government Research: Governance in the Data Age","978-1-4503-6526-0","","10.1145/3209281.3209324","https://dl.acm.org/doi/10.1145/3209281.3209324","","2018-05-30","2022-04-24 14:34:04","2022-04-24 14:34:04","2022-04-24 14:34:00","1-10","","","","","","When Willeke can get rid of paperwork","","","","","ACM","Delft The Netherlands","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dg.o '18: 19th Annual International Conference on Digital Government Research","","","","","","","","","","","","","","",""
"A6HBMBWK","conferencePaper","2018","Deng, Qing; Cai, Guoray; Zhang, Hui; Liu, Yi; Huang, Lida; Sun, Feng","Enhancing situation awareness of public safety events by visualizing topic evolution using social media","Proceedings of the 19th Annual International Conference on Digital Government Research: Governance in the Data Age","978-1-4503-6526-0","","10.1145/3209281.3209378","https://dl.acm.org/doi/10.1145/3209281.3209378","","2018-05-30","2022-04-24 14:34:03","2022-04-24 14:34:03","2022-04-24 14:34:00","1-10","","","","","","","","","","","ACM","Delft The Netherlands","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dg.o '18: 19th Annual International Conference on Digital Government Research","","","","","","","","","","","","","","",""
"MJZEF3R5","bookSection","2004","D’Elia, Isabella","e-Government and Information Society: The First Regional Law in Italy","Electronic Government","978-3-540-22916-2 978-3-540-30078-6","","","http://link.springer.com/10.1007/978-3-540-30078-6_74","","2004","2022-04-24 14:34:03","2022-04-24 14:34:03","2022-04-24 14:34:00","432-435","","","3183","","","e-Government and Information Society","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-30078-6_74","","","","","","Traunmüller, Roland","Hutchison, David; Kanade, Takeo; Kittler, Josef; Kleinberg, Jon M.; Mattern, Friedemann; Mitchell, John C.; Naor, Moni; Nierstrasz, Oscar; Pandu Rangan, C.; Steffen, Bernhard; Sudan, Madhu; Terzopoulos, Demetri; Tygar, Dough; Vardi, Moshe Y.; Weikum, Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A83GCZYE","bookSection","2003","Dečman, Mitja","Trust in e-Government: Digital Signatures without Time Stamping?","Electronic Government","978-3-540-40845-1 978-3-540-45239-3","","","http://link.springer.com/10.1007/10929179_46","","2003","2022-04-24 14:34:03","2022-04-24 14:34:03","2022-04-24 14:34:00","256-259","","","2739","","","Trust in e-Government","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/10929179_46","","","","","","Traunmüller, Roland","Goos, Gerhard; Hartmanis, Juris; van Leeuwen, Jan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B6B9P8KG","conferencePaper","2015","Debri, Finn; Bannister, Frank","E-government Stage Models: A Contextual Critique","2015 48th Hawaii International Conference on System Sciences","978-1-4799-7367-5","","10.1109/HICSS.2015.266","http://ieeexplore.ieee.org/document/7070080/","","2015-01","2022-04-24 14:34:03","2022-04-24 14:34:03","2022-04-24 14:34:00","2222-2231","","","","","","E-government Stage Models","","","","","IEEE","HI, USA","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015 48th Hawaii International Conference on System Sciences (HICSS)","","","","","","","","","","","","","","",""
"6DIUGQK9","bookSection","2008","de Vries, Walter T.","Unity in Diversity: An Analysis of Inter-governmental Cooperation in the Field of geoICT","Electronic Government","978-3-540-85203-2 978-3-540-85204-9","","","http://link.springer.com/10.1007/978-3-540-85204-9_15","","2008","2022-04-24 14:34:03","2022-04-24 14:34:03","2022-04-24 14:34:00","172-183","","","5184","","","Unity in Diversity","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-85204-9_15","","","","","","Wimmer, Maria A.; Scholl, Hans J.; Ferro, Enrico","Hutchison, David; Kanade, Takeo; Kittler, Josef; Kleinberg, Jon M.; Mattern, Friedemann; Mitchell, John C.; Naor, Moni; Nierstrasz, Oscar; Pandu Rangan, C.; Steffen, Bernhard; Sudan, Madhu; Terzopoulos, Demetri; Tygar, Doug; Vardi, Moshe Y.; Weikum, Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WLT57PY5","bookSection","2002","Diez, Carmen; Prenafeta, Javier","e-Government Applied to Judicial Notices and Inter-registrar Communications in the European Union:","Electronic Government","978-3-540-44121-2 978-3-540-46138-8","","","http://link.springer.com/10.1007/978-3-540-46138-8_61","","2002","2022-04-24 14:34:03","2022-04-24 14:34:03","2022-04-24 14:34:00","375-382","","","2456","","","e-Government Applied to Judicial Notices and Inter-registrar Communications in the European Union","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-46138-8_61","","","","","","Traunmüller, Roland; Lenk, Klaus","Goos, Gerhard; Hartmanis, Juris; van Leeuwen, Jan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"652MJ6AW","conferencePaper","2016","Díaz, Javier Ramos; Cacheda, Bruno González","Financing Social Activism: Crowdfunding and Advocatory Social Movement in Spain in Times of Crisis","Proceedings of the 9th International Conference on Theory and Practice of Electronic Governance","978-1-4503-3640-6","","10.1145/2910019.2910053","https://dl.acm.org/doi/10.1145/2910019.2910053","","2016-03","2022-04-24 14:34:03","2022-04-24 14:34:03","2022-04-24 14:34:00","139-148","","","","","","Financing Social Activism","","","","","ACM","Montevideo Uruguay","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '15-16: 9th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"2YNW5CHM","conferencePaper","2014","Díaz, Armando Peralta","Challenges and opportunities of the digital strategy in Mexico","Proceedings of the 15th Annual International Conference on Digital Government Research - dg.o '14","978-1-4503-2901-9","","10.1145/2612733.2612767","http://dl.acm.org/citation.cfm?doid=2612733.2612767","","2014","2022-04-24 14:34:03","2022-04-24 14:34:03","2022-04-24 14:34:00","1-9","","","","","","","","","","","ACM Press","Aguascalientes, Mexico","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 15th Annual International Conference","","","","","","","","","","","","","","",""
"N5RY4DNQ","conferencePaper","2004","Punia, Devendra K.; Saxena, K. B. C.","Managing inter-organisational workflows in eGovernment services","Proceedings of the 6th international conference on Electronic commerce  - ICEC '04","978-1-58113-930-3","","10.1145/1052220.1052283","http://portal.acm.org/citation.cfm?doid=1052220.1052283","","2004","2022-04-24 14:34:03","2022-04-24 14:34:03","2022-04-24 14:34:00","500","","","","","","","","","","","ACM Press","Delft, The Netherlands","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 6th international conference","","","","","","","","","","","","","","",""
"ZVYJGQQR","conferencePaper","2015","Deschamps, Ryan","Social learning and online discussion: is twitter a wise crowd?","Proceedings of the 16th Annual International Conference on Digital Government Research","978-1-4503-3600-0","","10.1145/2757401.2757402","https://dl.acm.org/doi/10.1145/2757401.2757402","","2015-05-27","2022-04-24 14:34:03","2022-04-24 14:34:03","2022-04-24 14:34:00","1-9","","","","","","Social learning and online discussion","","","","","ACM","Phoenix Arizona","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dg.o 2015: 16th Annual International Digital Government Research Conference","","","","","","","","","","","","","","",""
"GXSG68QG","conferencePaper","2014","Dernbecher, Sabine","Having the Mind in the Cloud: Organizational Mindfulness and the Successful Use of Desktop as a Service","2014 47th Hawaii International Conference on System Sciences","978-1-4799-2504-9","","10.1109/HICSS.2014.269","http://ieeexplore.ieee.org/document/6758867/","","2014-01","2022-04-24 14:34:03","2022-04-24 14:34:03","2022-04-24 14:34:00","2137-2146","","","","","","Having the Mind in the Cloud","","","","","IEEE","Waikoloa, HI","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014 47th Hawaii International Conference on System Sciences (HICSS)","","","","","","","","","","","","","","",""
"ZJWZ8QS5","conferencePaper","2018","Derguech, Wassim; Zainab, Syeda Sana e; D'Aquin, Mathieu","Assessing the Readability of Policy Documents: The Case of Terms of Use of Online Services","Proceedings of the 11th International Conference on Theory and Practice of Electronic Governance","978-1-4503-5421-9","","10.1145/3209415.3209498","https://dl.acm.org/doi/10.1145/3209415.3209498","","2018-04-04","2022-04-24 14:34:03","2022-04-24 14:34:03","2022-04-24 14:34:00","247-256","","","","","","Assessing the Readability of Policy Documents","","","","","ACM","Galway Ireland","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '18: 11th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"JM39GGCF","bookSection","2003","Denman-Maier, Edith; Parycek, Peter","Cross-Cultural Factors in Global e-Government","Electronic Government","978-3-540-40845-1 978-3-540-45239-3","","","http://link.springer.com/10.1007/10929179_83","","2003","2022-04-24 14:34:03","2022-04-24 14:34:03","2022-04-24 14:34:00","456-459","","","2739","","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/10929179_83","","","","","","Traunmüller, Roland","Goos, Gerhard; Hartmanis, Juris; van Leeuwen, Jan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K6PXDM2N","bookSection","2004","Denes, Tibor; Andersson, Karl-Erik","Framework for the e-Government Jigsaw Puzzle, a Policy Implementation of Infra-e-Service on National Basis","Electronic Government","978-3-540-22916-2 978-3-540-30078-6","","","http://link.springer.com/10.1007/978-3-540-30078-6_101","","2004","2022-04-24 14:34:03","2022-04-24 14:34:03","2022-04-24 14:34:00","560-561","","","3183","","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-30078-6_101","","","","","","Traunmüller, Roland","Hutchison, David; Kanade, Takeo; Kittler, Josef; Kleinberg, Jon M.; Mattern, Friedemann; Mitchell, John C.; Naor, Moni; Nierstrasz, Oscar; Pandu Rangan, C.; Steffen, Bernhard; Sudan, Madhu; Terzopoulos, Demetri; Tygar, Dough; Vardi, Moshe Y.; Weikum, Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NL333DBX","book","2009","","Electronic Government: 8th International Conference, EGOV 2009, Linz, Austria, August 31 - September 3, 2009. Proceedings","","978-3-642-03515-9 978-3-642-03516-6","","","http://link.springer.com/10.1007/978-3-642-03516-6","","2009","2022-04-24 14:34:02","2022-04-24 14:34:02","2022-04-24 14:34:00","","","","5693","","","Electronic Government","Lecture Notes in Computer Science","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-642-03516-6","","","","","","Wimmer, Maria A.; Scholl, Hans J.; Janssen, Marijn; Traunmüller, Roland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JWJI57G7","book","2005","","Modeling and Using Context: 5thInternational and Interdisciplinary Conference CONTEXT 2005, Paris, France, July 5-8, 2005. Proceedings","","978-3-540-26924-3 978-3-540-31890-3","","","http://link.springer.com/10.1007/b137917","","2005","2022-04-24 14:34:02","2022-04-24 14:34:02","2022-04-24 14:34:00","","","","3554","","","Modeling and Using Context","Lecture Notes in Computer Science","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/b137917","","","","","","Dey, Anind; Kokinov, Boicho; Leake, David; Turner, Roy","Hutchison, David; Kanade, Takeo; Kittler, Josef; Kleinberg, Jon M.; Mattern, Friedemann; Mitchell, John C.; Naor, Moni; Nierstrasz, Oscar; Pandu Rangan, C.; Steffen, Bernhard; Sudan, Madhu; Terzopoulos, Demetri; Tygar, Dough; Vardi, Moshe Y.; Weikum, Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JLI7I776","conferencePaper","2018","de Oliveira, Leonardo Ferreira; Júnior, Carlos Denner dos Santos","Public value innovation: a theoretical framework based on system dynamics","Proceedings of the 19th Annual International Conference on Digital Government Research: Governance in the Data Age","978-1-4503-6526-0","","10.1145/3209281.3209357","https://dl.acm.org/doi/10.1145/3209281.3209357","","2018-05-30","2022-04-24 14:34:02","2022-04-24 14:34:02","2022-04-24 14:34:00","1-9","","","","","","Public value innovation","","","","","ACM","Delft The Netherlands","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dg.o '18: 19th Annual International Conference on Digital Government Research","","","","","","","","","","","","","","",""
