"","type","year","author","doc_title","pub_title","DOI","abstract"
"552","conferencePaper",2008,"Liu, Jianwei; Derzsi, Zsofia; Raus, Marta; Kipp, Alexander","eGovernment Project Evaluation: An Integrated Framework",NA,"10.1007/978-3-540-85204-9_8","Recently, the EU government has put a lot of effort into modernizing its public sectors using advanced information and communication technology (ICT). Together with various universities and research institutes all over the EU, a number of e-government projects are now undertaken under the 6th/7th Research Framework Programme One of the critical issues faced by both researchers and the EU government is how to evaluate and assess the successfulness of such projects. The traditional value assessment methods existing in the business field are not good enough to cope with the issue, as business and government hold different value perspectives and have different concerns. In this paper we present a comparative study of six value assessment frameworks and introduce an integrated value assessment framework that may better serve the purpose. A “value cube” and a “step-by-step” method design are generated for supporting the assessment and a real-life case (the Beer Living Lab) for applying the framework in practice is given."
"553","conferencePaper",2009,"Liu, Jianwei; Tan, Yao-Hua; Hulstijn, Joris","IT Enabled Risk Management for Taxation and Customs: The Case of AEO Assessment in the Netherlands",NA,"10.1007/978-3-642-03516-6","Building collaborative relationships with trusted businesses is a long-term strategy for EU governments. Recently, for the EU Tax and Customs Administration (TCA), the realization of this goal has become more visible with the emerging concept of the Authorized Economic Operator (AEO). Businesses in the member states can apply for the AEO certificate. When it is being granted, simplified control procedures and trade facilitation will be provided by the TCA. A possible “win-win situation” can be achieved, with increased trade efficiency and lowered administrative burden. However, without proper selection of trusted business partners, governments may be worse off due to the adverse selection problem caused by information asymmetry. In this paper, we analyze the cause and effect of the adverse selection in the Government-to-Business relationship building. Further, we show that an IT enabled risk assessment approach can effectively eliminate the G2B information asymmetry and solve the adverse selection problem. The AEO assessment approach of DutchTCA is analysed to give a real life application on how IT is enabling the general risk management approach of the DutchTCA."
"554","conferencePaper",2014,"Liu, Na; Gavino, Alex; Purao, Sandeep","A Method for Designing Value-infused Citizen Services in Smart Cities",NA,"10.1145/2612733.2612753","Advanced information technologies and government policies provide the foundational substrate for smart cities. Translating this substrate into appropriate citizen services requires something more: an express recognition of citizen values and a projection of value that these services can generate for the citizens. We devise a method to design such citizen services by extending prior work in a number of streams including scenario-based design, service blueprinting, and the universality of basic human values. Our work follows a design science orientation treating these prior research streams as kernel theories. We describe our contribution as a method for Design of Smart Citizen Service 设计智慧市民服务 (Shèjì Zhìhuì Shìmín Fúwù), appropriate for the context where we do our work. The paper outlines the method, illustrates it with scenarios for long-term care; and concludes with pointers to future work and implications for research and practice."
"555","conferencePaper",2013,"Liu, Shuhua Monica","When Food Quality Control in China Meets Mobile and Wireless Technology: Interactions, Potentials and Pitfalls",NA,"10.1145/2591888.2591910","With the fast economic development and industrial evolution in China, the surge of product quality and safety control issue has become one of the top concerns country wide in recent years. On one hand, citizens, academics and nonprofit organizations urged government to further refine product quality supervision strategies and install new food safety monitoring mechanisms (Qu, 2009). On the other, because of the popularity of wireless sensor systems and mobile data collection and transferring technologies in goods production, transferring and processing worldwide, they quickly gained their popularity among Chinese national quality control administration (Ruiz-Garcia et al, 2009; Jiang, 2008). The purpose of this paper is to conduct a comprehensive review of China's newly installed mobile and wireless quality control system based on the analysis of both first hand and second hand data. Specifically the study focuses on how changes in monitoring and tracing technologies interact with the current quality control and food safety administration, goods production and supply, and inspection systems. The paper concludes that although China's food quality control administration did attempt to bring new technology to enforce quality control code, the current implementation of mobile and wireless monitoring tools still demonstrates a highly reactive nature. In addition, the distribution of mobile and wireless monitoring device is still very uneven when it comes to different types of food. This to certain extent prevents the government from employing the new tools to their full extent to establish a meaningful monitoring system for further food quality crisis prevention."
"556","conferencePaper",2013,"Liu, Xinping","Cross-departmental Collaboration in Government One-stop Center: Factors and Performance",NA,"10.1145/2591888.2591891","Nowadays, cross-departmental collaboration has been proved to be an important means for government, which has been widely used in political issues. In this paper, taking a One-Stop Center case, I study the government cross-departmental collaboration during the one-stop center's founding process and its working procedures by focusing on the influencing factors, possible reasons for collaboration, collaboration dynamics, and the performance of one-stop center. This research finds that, besides those factors like leadership, funding, environmental factors, resources which have been proved in Western studies for years, cross-departmental collaboration in China relies more on the organizational culture, the relationship between officials (Guanxi), the political support, as well as the government' macro-plan and strategies for development. The role of one-stop center in China is more on Coordination but not facilitating governmental departmental collaboration."
"557","conferencePaper",2005,"Liuqing, Yang; Ying, Lu; Gang, Fu","Study on e-government construction",NA,"10.1145/1089551.1089649",NA
"558","conferencePaper",2016,"Lönn, Carl-Mikael; Juell-Skielse, Gustaf; Paivarinta, Tero","Modes of Collaboration for Realizing E-Government Benefits",NA,"10.1109/HICSS.2016.380","Collaboration among governmental organizations has been regarded as essential for realizing benefits of e-government investments. Inter-organizational collaboration on e-government can take several forms and can produce varying types of political, organizational, and technological benefits. However, few if any studies have delved deeper into analysis of how chosen modes of collaboration might relate to targeted e-government benefits. This paper studies multiple cases of how contemporary acquisitions and implementations of digital archiving systems have been launched through varying modes of collaboration among Swedish government agencies and municipalities. Our analysis reveals that whereas the target system, digital archive, is the same in all of the studied cases, the expected benefits varies. The article contributes by explaining how selected modes of collaboration in e-government may impact on the particular types of expected benefits."
"559","conferencePaper",2016,"Lönn, Carl-Mikael; Uppström, Elin","Understanding Public Sector Collaboration Through Boundary Object Theory: A Case Study of an E-Government Initiative in Sweden",NA,"10.1109/HICSS.2016.337","This paper investigates a complex collaborative e-government initiative in Sweden using Boundary Object theory. 22 Swedish authorities have a joint mission to create a shared submission function to facilitate the communication and collaboration between numerous stakeholders such as forest owners, businesses and several other state-and local authorities. A case study approach is used where data is collected through in-depth interviews with different stakeholders, document studies and one focus group with project managers. Four boundary objects are identified: project, shared submission function, effects analysis and appropriation direction. By analyzing these four we describe how boundary objects are used to facilitate collaboration within an open government ecosystem."
"560","conferencePaper",2004,"Loos, Eugène","Electronic Public Service Delivery: Exploring the Use of Focus Groups for Ex Ante Program Evaluation",NA,"10.1007/978-3-540-30078-6_24","This paper discusses the results of a research project that the Utrecht School of Governance of Utrecht University and a Dutch Ministry conducted in 2003 to know to what extent focus groups are a useful instrument to get insight into citizens expectations related to electronic service delivery by municipalities and how the results of such ex ante program evaluation can be used to develop a citizen oriented policy in this field. We asked citizens for which service(s) delivered by their municipality they would like to use new media (such as e-mail) and for which ones they would rather prefer old media (such as a letter). The conceptual framework which Mayer & Greenwood (1980) developed for investigating a policy problem will be used to analyse the results of the focus group for ex ante program evaluation."
"561","conferencePaper",2018,"Lopes, Nuno Vasco; Dhaou, Soumaya Ben","Public Service Delivery Framework: Case of Canada, China and Estonia",NA,"10.1145/3209415.3209489","This paper analyzes the public service delivery transformation on three countries, Canada, China and Estonia, using a systemic conceptual framework designed for helping decision-makers and governments design and provide the public services delivery in different contexts. The framework has been built based on thorough literature review and grounded on the systems theory. The cases were selected among the countries where the authors' research unit is involved. They have been described using an instrument specifically created for collecting information about each element of the framework. The proposed framework is composed by the most influential factors/aspects of public service delivery. It has been used for analyzing and comparing the three countries public service delivery. Based on that, some findings and translation to policy recommendations have been done. The paper ends up with a set of policy recommendations on how public services can be improved in different country contexts."
"562","conferencePaper",2002,"Lopez, Javier; Maña, Antonia; Montenegro, Jose A.; Ortega, Juan J.; Troya, Jose M.","Towards a Trustful and Flexible Environment for Secure Communications with Public Administrations",NA,"10.1007/978-3-540-46138-8_34","Interaction of citizens and private organizations with Public Administrations can produce meaningful benefits in the accessibility, efficiency and availability of documents, regardless of time, location and quantity. Although there are some experiences in the field of e-government there are still some technological and legal difficulties that avoid a higher rate of communications with Public Administrations through Internet, not only from citizens, but also from private companies. We have studied two of the technological problems, the need to work in a trustful environment and the creation of tools to manage electronic versions of the paper-based forms."
"563","conferencePaper",2014,"Lorenzi, David; Vaidya, Jaideep; Shafiq, Basit; Chun, Soon; Vegesna, Neelima; Alzamil, Zamil; Adam, Nabil; Wainer, Seth; Atluri, Vijayalakshmi","Utilizing Social Media to Improve Local Government Responsiveness",NA,"10.1145/2612733.2612773","In this paper, we investigate ways that social media platforms can enhance the responsiveness of branches of local government that deal primarily in performing tasks on the behalf of citizens or interacting with them. More specifically, we utilize the Twitter platform (on the web and capable smartphones) to provide a two way communications channel between a local government system and citizens. Through such social media driven communication, citizens can submit requests for work to be completed, which could then be carried out by the local government. The goal of such a system is to enable the local government to increase responsiveness and gain efficiency in its manpower usage through optimized route planning and intelligent work dispatch."
"564","conferencePaper",2018,"Loukis, Euripides; Charalabidis, Yannis; Androutsopoulou, Aggeliki","Using Social Media for Government Passive Expert-Sourcing",NA,"10.24251/HICSS.2018.320","Social Media have been initially used by government agencies for general public oriented -˜citizen-sourcing’. Though this enabled the collection of useful policy relevant information and knowledge from the general public, and provided valuable insights into their relevant perceptions, it would be quite useful if this could be combined with the collection of policy relevant information and knowledge from experts as well (-˜expert-sourcing’). In this paper, a passive expert-sourcing method based on social media, which has been developed in a European research project, is evaluated from a fundamental perspective: the wicked problems theory perspective. In particular, we investigate to what extent this method enables government agencies to collect high quality information concerning the main elements of important social problems to be addressed through public policies: particular issues posed, alternative interventions/ actions, and advantages/disadvantages of them; as well as to what extent there is consensus about these elements among different stakeholder groups. For this purpose data are collected through interviews with Members of the Greek Parliament. From their analysis interesting conclusions have been drawn about the strengths and weaknesses of this expert-sourcing method, as well as required impro-vements of it."
"565","conferencePaper",2003,"Loukis, Euripides; Kokolakis, Spyros","Computer supported collaboration in the public sector The ICTE-PAN Project",NA,"10.1007/10929179_34","Electronic Government today focuses mainly on offering citizens-enterprises the capability to perform electronically their transactions with the Public Administration (PA). However, the huge potential of ICT has only to a small extent been exploited in the most critical higher level functions of PA, such as the development, monitoring and evaluation of public policies and programmes, etc. This paper is dealing with the exploitation of the technologies of Computer Supported Collaborative Work (CSCW) in PA. A general architecture of a flexible Government to Government (G2G) collaborative environment is described, for supporting the higher level functions of PA, which has been designed as part of the ICTE-PAN Project."
"566","conferencePaper",2010,"Loukis, Euripides; Xenakis, Alexander; Peters, Rob; Charalabidis, Yannis","Using Gis Tools to Support E_Participation – A Systematic Evaluation",NA,"10.1007/978-3-642-15158-3_17","In this paper a systematic evaluation is presented of an e-participation platform based on GIS tools. The evaluation methodology is founded on the Technology Acceptance Model (TAM), which has been elaborated and adapted to this particular type of IS, taking into account the particular objectives and capabilities of this platform. Our main evaluation dimensions were usage, ease of use, functional usefulness, political usefulness and importance of discussion topic; each of them has been analyzed into a number of sub-dimensions. Using this methodology five pilot applications of this platform in ‘real-life’ situations and problems have been evaluated with both quantitative and qualitative techniques. Finally it has been concluded that the use of GIS tools can provide significant value in the area of e–participation, which however depends on a number of context factors, such as citizens’ computer literacy and familiarization, trust to the political system, interest of the sponsoring public authorities, appropriate promotion, importance of the topic under discussion and quantity and quality of reference information appended on the digital maps by public authorities."
"567","conferencePaper",2010,"Lourenço, Rui Pedro","Political deliberation in the blogosphere: the case of the 2009 Portuguese elections",NA,"10.1007/978-3-642-15158-3_10","In 2009, a unique Portuguese electoral cycle comprised european, local, and national elections. During the three month non-stop campaign period, more than a hundred experienced bloggers, supporters of the three main political parties, created three non party-sponsored blogs. These blogs were the focal point of the political blogosphere during that period and ceased their activities at the end of the electoral campaign, thus providing a unique opportunity to better understand the political blogosphere. Web mining techniques were used to obtain data concerning the visits to those blogs (from Sitemeter) and the blog’s content itself (posts, comments, and links). Data suggests that blog readers don’t look for different points of view, blog commentators usually limit themselves to one blog, bloggers do not comment on other blogs other than their own, and relatively few links exist between all three blogs. These results undermine the idea that the political blogosphere can enhance the deliberative character of the public sphere."
"568","conferencePaper",2015,"Loutas, Nikolaos; De Keuzer, Michiel; Tarabanis, Konstantinos; Alvarez-Rodriguez, Miguel; Burian, Peter","Harmonising the public service models of the Points of Single Contact using the Core Public Service Vocabulary Application Profile",NA,"10.3233/978-1-61499-570-8-277","In the process of implementing the Services Directive, Member States have implemented electronic Points of Single Contact (PSCs) offering public services categorised according to business events. The objective of this paper is to present a commonly agreed data model for describing business events and public services with a particular focus on the electronic PSCs. The paper describes the definition and verification of this data model, called Application Profile of the ISA Core Public Service Vocabulary (CPSV-AP), which includes 16 classes and 85 properties. Moreover, the paper describes the model's mapping to the data models used in the PSCs of 10 MS."
"569","conferencePaper",2003,"Lowe, Charles","Experiences of Take-Up of e-Government in Europe",NA,"10.1007/10929179_84","This paper examines the experiences of driving take-up of eGovernment applications in Europe. It develops ten key actions that, if followed, result in a dramatic increase in eGovernment usage. The work breaks new ground in a number of areas including the recognition that the factors affecting take-up fall into two distinct groups. The first of these is a vital set of preconditions. The second of these is a set of factors all of which have been shown individually to raise take-up dramatically but only when the first set are in place. The biggest single factor is sharing of benefits with users."
"570","conferencePaper",2013,"Lu, Jianying; Zheng, Lei","Air Quality Information Disclosure in China: Needs and Capabilities",NA,"10.1145/2591888.2591914","Air quality issue has become a global problem and air pollution is a serious threat to human health and the environment. This paper studies the public needs and government capabilities required as efforts of making air quality information public in Shanghai, China. It aims to explore people's various needs for air quality information and the challenges government is faced with in satisfying these needs. The paper also provides recommendation to Shanghai Environmental Monitoring Center with regard to how to satisfy or balance the various public needs."
"571","conferencePaper",2018,"Luciano, Edimara Mezzomo; Wiedenhöft, Guilherme Costa; Santos, Fabio Pinheiro dos","Promoting Social Participation Through Digital Governance: Identifying Barriers in the Brazilian Public Administration",NA,"10.1145/3209281.3209376","Public organizations are expanding their use of the democratic potential of information and communication technologies to promote the engagement of civil society in their organizational processes. Therefore, it is possible to perceive the transformation of initiatives from electronic government to digital governance based on social participation in government decision-making. This article aims to identify barriers for the adoption of strategic goals related to social participation in the Brazilian Public Administration present in the recently launched Brazilian Digital Governance Policy. To this end, a qualitative exploratory research was conducted through document analysis and semi-structured interviews with ICT managers from public organizations. A set of 25 different barriers for social participation was identified and then grouped into four categories, classified as structural or cultural barriers according to the literature. Posteriorly, these barriers were distributed in three dimensions (individual, organizational and strategic). The results made it possible to discuss the outcomes obtained by Meijer [20] and Melitski [22] in the Brazilian scenario. The lack of citizens' involvement in government issues and the lack of governmental initiatives are the most cited barriers."
"572","conferencePaper",2003,"Lührs, Rolf; Albrecht, Steffen; Lübcke, Maren; Hohberg, Birgit","How to Grow? Online Consultation about Growth in the City of Hamburg: Methods, Techniques, Success Factors",NA,"10.1007/10929179_13","This paper is concerned with the online public engagement Leitbild Metropolis Hamburg – Growing City which has been conducted in the context of the EU project DEMOS (Delphi Mediation Online System). The result of DEMOS is an innovative Internet platform facilitating democratic discussions and participative public opinion formation. The test of the DEMOS approach and the software system during the online discussion in the City of Hamburg was one of the most successful projects in electronic democracy or participation ever conducted on a municipal level. The paper introduces the DEMOS approach and system, describes the political background of the discussed Leitbild Growing City and the results. The authors try to identify success factors for online public engagement projects."
"573","conferencePaper",2014,"Luna, Dolores E.; Duarte-Valle, Abel; Picazo-Vela, Sergio; Luna-Reyes, Luis F.","Assessing the impacts of digital government in the creation of public value",NA,"10.1145/2612733.2612743","Digital government has been a key component on government reform strategies during the last years. Unfortunately, few research exists reporting on the impacts of electronic government in terms of the final outcomes. By using a model that links inputs to impacts, this paper explores the impacts of electronic government on competitiveness, efficiency, and transactions. We used panel data analysis to test eighteen hypotheses. Results support 5 of the 18 hypotheses, however three of the supported hypothesis resulted in the opposite direction. Results suggest that citizens use digital government mainly to complete electronic transactions with government, and also that they need simple portals to accomplish these tasks. Additionally, our results suggest that, at least at the initial stages, having two delivery channels have a negative impact on government efficiency. Finally, it appears that the relationship between digital government and more general impacts in the competitiveness of a region is not directly linked, at least on the short term."
"574","conferencePaper",2018,"Luna-Reyes, Luis F.","US Open Data Policy: Advances and Recommendations",NA,"10.1145/3209281.3209308","The Federal Government in the United States has a long tradition in promoting citizen access to information. In the last years, and promoted by strong support from the Executive, Federal Government Agencies have engaged in understanding, cataloguing and publishing their data assets. Beyond the exercise of cataloguing data assets, Federal Agencies have also worked on specific projects in their own domain, and sometimes across domains or national borders. The main purpose of this paper is to assess current progress of the Open Government Data (OGD) policy in the US Federal Government, identify enablers and current challenges, also providing some recommendations to move forward with the vision of OGD."
"575","conferencePaper",2013,"Luna-Reyes, Luis F.; Gil-García, J. Ramón","Understanding the co-evolution of institutions, technology, and organizations: The enactment of the state government portal of Puebla",NA,"10.1145/2479724.2479755","Until recently, researchers and practitioners around the world thought that information technologies could by themselves transform government organizations. However, current studies show that there are complex relationships between information technologies, organizations, and institutions. This paper presents a preliminary theory of the co-evolution of organizational networks, institutional frameworks and technology in the development of state government portals. The theory uses the grammars of system dynamics and builds upon institutional approaches to understand interactions among all these factors in the development of information and communication technologies in government. The preliminary theory shows the relevance of networks and relations to successful portal development. Moreover, institutionalization of work practices and methods appears to be also an important success factor, and there are several interactions among the variables identified."
"576","conferencePaper",2011,"Luna-Reyes, Luis F.; Gil-García, J. Ramón; Celorio Mansi, José A.","Citizen-centric approaches to e-government and the back-office transformation",NA,"10.1145/2037556.2037590","Thinking of citizens to be at the center of developing e-government strategies and projects is a recurring theme in the political discourse, academic literature, and journalism. However, when looking closely to practice in the development of policies and projects of this nature, it is rare to find evidence of an assessment of the needs of citizens for the selection, design, and implementation of information technology initiatives in the public sector. It seems that the implementation of e-government projects usually addresses government perspectives and government's perceptions of citizen needs. Based on a telephone survey to 2002 Mexican citizens, this paper argues that citizen-centered strategies to e-government should focus on back-office applications instead of front-end services. This is true even when considering real citizen perspectives and expectations."
"577","conferencePaper",2012,"Luna-Reyes, Luis F.; Gil-García, J. Ramón; Ramirez-Hernandez, Fernando","A dynamic-capabilities view of local electronic government: Lessons from two successful cases",NA,"10.1109/HICSS.2012.56","This paper proposes the use of the dynamic-capabilities view of the organization and system dynamics as a modeling technique to understand the core capabilities that local governments need in order to benefit from their use of information and communication technologies, what has been recently called electronic government. Based on two case studies of local governments in Mexico, we propose a preliminary conceptualization of the core capabilities and resources necessary for a successful digital government strategy. Our preliminary experiments suggest that a strategic focus on IT standards, processes, and people has a higher pay-off than a focus on IT infrastructure and systems."
"578","conferencePaper",2016,"Luna-Reyes, Luis F.; Picazo-Vela, Sergio; Luna, Dolores E.; Gil-García, J. Ramón","Creating Public Value through Digital Government: Lessons on Inter-Organizational Collaboration and Information Technologies",NA,"10.1109/HICSS.2016.356","Creating and delivering public value is becoming an important goal in digital government projects around the globe. Moreover, the transition from government to governance has revitalized the interest in inter-organizational collaboration and new approaches to technology development. In working towards a better understanding of the interactions between institutions, organizations, new forms of collaboration, and value creation, we test a model based on the technology enactment framework and survey data. Our results suggest that regulatory frameworks have an impact on facilitating the development of effective organizations, increasing collaboration, and producing better information technologies. Additionally, inter-organizational collaboration and specific technology enactments have an impact on the creation of value, but enacted technology appears to be unrelated to collaboration. Further exploration of how different forms of inter-organizational collaboration and information technologies impact the process of public value creation in a more coordinated fashion is necessary."
"579","conferencePaper",2009,"Luna-Reyes, Luis F.; Zhang, Jing; Roy, Rejean; Andersen, David F.; Andersen, Madeleine; de Diego, Josune Arcelus; Whitmore, Andy","Information strategies to support full information product pricing: The role of trust",NA,"10.1109/HICSS.2009.258","In this paper, we report the importance of trust in the development and operation of distribution networks that attach non-price information to products to mitigate market dynamics introduced by information asymmetries. Often this non-price information is transmitted from producers to consumers through trusting networks or under certifiable labels such as ""organic"" or ""fair trade."" We are calling such networks full information product pricing (FIPP) networks. This study is part of a larger project aimed at understanding the characteristics of FIPP networks. This initial exploration on four cases in Canada and Latin America indicated that trust, in the forms of institutional trust, calculative trust, and relational trust, plays key roles in FIPP operations and expansion. It is critical for building collaboration, coordinating network activities, and mitigating the risks associated with information asymmetry."
"580","conferencePaper",2004,"Luo, Yingwei; Wang, Wenjun; Liu, Xinpeng; Wang, Xiaolin; Xu, Zhuoqun","Spatial Application Integrating Infrastructure",NA,"10.1007/978-3-540-30078-6_63","A spatial application-integrating infrastructure (PAI) is presented. Many utilities can use PAI to integrate a variety of spatial database, systems and business processes. PAI consists of integrating bus, adapter services, metadata database, PAI mediator and PAI Toolkit. PAI Toolkit is composed of a series of API and web services. Integrating Bus is a group of domain-oriented encoding standards and communication protocols; Adapter Service encapsulations are recommended as a good solution to integrate existing applications or systems; metadata database is the key unit of PAI, which manages all data and services and shields heterogeneity and distribution of spatial data and services; PAI mediator is positioned to manage metadata and update spatial data online; the terms used in metadata are defined in OWL; all data and protocols are encoded in XML; Web service can operate with each other using SOAP protocol."
"581","conferencePaper",2003,"Lupo, Caterina; Batini, Carlo","A Federative Approach to Laws Access by Citizens: The ""Normeinrete"" System",NA,"10.1007/10929179_74","The paper presents an e-government project set up in Italy to build the portal Normeinrete (i.e. laws on the net ). It offers a co-operative information service to citizens providing unified access to Italian and European Union legislation published on different institutional web sites. The system is based on a co-operative technological architecture, resulting in a federation of legislative data bases developed on different platforms. Co-operation is achieved by means of suitable application gateways that provide loose integration by adopting two standards to identify the resources and to represent document structure and metadata by XML mark-up according to ad-hoc DTDs. The adoption of these standards allows automatic dynamic hyperlinking among laws and semi-automatic building of legislation in force. The approach adopted allows a good level of integration among different systems while maintaining the autonomy of institutions."
"582","conferencePaper",2004,"Lutz, Gerhard; Moukabary, Gamal","The Challenge of Inter-administration e-Government",NA,"10.1007/978-3-540-30078-6_42","eGovernment is expected by all customers of the administration (citizens, enterprises, administrative coworkers) as an additional channel of interaction. Creation and funding of such eGovernment structures require the willingness to cooperate across both functional and organizational entities in technical regard and concerning the definition and implementation of standards. Inter-municipal eGovernment as Public Private Partnership (PPP) can be a good model to create and finance this additional channel of interaction."
"583","conferencePaper",2014,"Maalouf, Eliane; Sokhn, Maria; Le Calve, Anne; Cretton, Fabian","Semi-Automatic Business Process Modeling for E-Government",NA,"10.3233/978-1-61499-429-9-237","Advances in the domain of semantic web technologies have reached the area of business management with the discipline of Semantic Business Process Management. The concepts of Linked Data become interesting to apply on Business Processes to enrich them with information from diverse sources and link them to those sources. The aim of our project is to enhance process modeling of Swiss E-Government public processes by suggesting to the modeler process fragments for auto completion from a semantic repository. Created processes are linked and semantically enriched with ontology concepts related to the domain of cyber administration. This is expected to enhance query results in the repository as well as improve process documentation. We focus on linking the processes to the cyber administration standards."
"584","conferencePaper",2016,"Macadar, Marie Anne; Lheureux-de-Freitas, Jorge; de Azambuja, Luiza Schuch; Luciano, Edimara Mezzomo","Contact Center in a Smart Cities View: A Comparative Case Study of Curitiba (Brazil), Porto Alegre (Brazil) and Philadelphia (USA)",NA,"10.1145/2910019.2910063","The growing number of city inhabitants and continuing rural migration to urban areas demand innovative solutions supported by technology within a new concept of municipal management: smart cities. The initiative ""Call Center and Information 156"" of the city of Curitiba (Brazil), is examined in this paper with two main purposes: to analyze this smart initiative and carry out a comparative study with related initiative in other Brazilian city (Porto Alegre) and also an American city (Philadelphia). Two smart city models are used here to support the analysis, which concludes that certain manifestations fit into the smart concept while others move away from the concept. The comparative study has found the common, converging and diverging features of each initiative, conducting an evaluation based on smart cities framework."
"585","conferencePaper",2016,"Macadar, Marie Anne; Porto, Josiane Brietzke; Luciano, Edimara","Smart City: A Rigorous Literature Review of the Concept from 2000 to 2015",NA,"10.3233/978-1-61499-670-5-203","This paper provides a thorough review of publications on smart city from 2000 to 2015 aiming at clarifying the concept. Grounded theory principles are used to systematize and understand the different meanings arising from initiatives in the area. Results have shown that smart city settings in the analyzed period allow the expansion of knowledge on the subject and a better understanding of the concept in its semantic and structural dimensions from the use of coding techniques. The concept of smart city has evolved from an initial emphasis on the technological aspect to a current approach, more focused on human, social aspects and participatory governance aiming at sustainability and quality of life. There have also been efforts to define the theoretical core of the smart city phenomenon due to the prevalence of qualitative and exploratory studies in the period and in recent publications with insufficient definitions to the concept."
"586","conferencePaper",2018,"Machado, Viviann; Mantini, Gabriel; Viterbo, José; Bernardini, Flavia; Barcellos, Raissa","An Instrument for Evaluating Open Data Portals: A Case Study in Brazilian Cities",NA,"10.1145/3209281.3209370","Open data portals are fundamental tools for governments to achieve public transparency. Hence, several countries around the world have issued Freedom of Information (FOI) laws and acts, imposing that city administrations develop their own open data portals to publish local open data. However, many cities, specially in developing countries, lack the financial resources even to invest in basic IT services. These cities quite often do not have qualified people in open data best practices, transparency and IT solutions for constructing these portals, specially the middle and small-sized ones. There are many works pointing out guidelines and general problems in open data portals. However, there is a lack of an unified instrument for evaluating and suggesting good practices in constructing open data portals considering both open data portal requirements and FOI access laws and acts. In this work, we propose an instrument for evaluating open data portals that gathers functionalities present in platforms that support open data portals construction and recommendations from FOI access law. Specifically, we used recommendations from Brazilian Information Access Law, as it is an instance of FOI access recommendation. We evaluated and validated our instrument assessing portals of 26 Brazilian cities. Our case study shows that the instrument is effective for showing many problems in these portals, and also reveals the current scenario in these cities."
"587","conferencePaper",2007,"Maciel, Cristiano; Garcia, Ana Cristina Bicharra","Design and Metrics of a ‘Democratic Citizenship Community’ in Support of Deliberative Decision-Making",NA,"10.1007/978-3-540-74444-3","The participation of citizens in government issues can bring to life the principles of democracy, making use also of the electronic channels. However, when the citizens are asked to participate in consultative and deliberative processes, they individually receive information from different communication media. Thus, it is not possible to verify whether the individuals have reached maturity in the issues discussed on the Web. The purpose of this paper is to show our proposal to evaluate the degree of maturity during the democratic decision-making process on the Web, engaging citizens by using a virtual community. The ‘Democratic Citizenship Community’ (DCC) was specified based on an investigation of a Government-Citizen Interaction Model, oriented toward discussion and voting. The Degree of Maturity Method (DMM), used to evaluate the DCC, is structured into levels: Immature, Poorly Mature, Mature and Sufficiently Mature, using a set of metrics to verify the effectiveness of the e-Participation process."
"588","conferencePaper",2002,"Macintosh, Ann; Smith, Ella","Citizen Participation in Public Affairs",NA,"10.1007/978-3-540-46138-8_41","Reflecting on the European Commissions stated aim to broaden democracy this paper examines the nature of e-participation and considers concepts of democracy and issues surrounding citizen participation in pubic affairs. The paper describes how citizens are engaging with government and with each other about policy related issues that concern them, using technology specially designed for the purpose. The paper describes a case study of electronic participation developed for the Environment Group of the Scottish Executive in Summer 2001. Using the empirical data from this study the paper explores best practice guidelines for governments who wish to engage citizens in policymaking. The difficult task of addressing the requirements of all stakeholders, i.e. government, civil society organizations (CSOs) and citizens in designing the technology is discussed. The use and moderation of the electronic tools over the engagement period is assessed. Finally, the paper considers how the use of electronic tools can be monitored and their impact on citizen participation and the decision-making of government be assessed."
"589","conferencePaper",2018,"Maestre, Gina; Astudillo, Hernán; Concha, Gastón; Nieto, Wilson","Empirical Evidence of Colombian National e-Government Programs' Impact on Local Smart City-Adoption",NA,"10.1145/3209415.3209439","Smart Cities (SC) are a growing trend, and ICT is a fundamental element for their development. Elaborating national policies about SC requires measuring cities' success in ICT adoption. This article describes the Smart City ICT Adoption Maturity Model (SCIAMM), which defines five maturity levels, and consists of five domains (e-government strategy, public innovation, data, infrastructure, and services), 15 key domain areas (KDA), and 48 critical variables (CV). An initial evaluation was conducted, using public data from the IT Ministry (MinICT) for the seven largest Colombian cities. A comparison of 2015 and 2016 values shows the simultaneous improvement some areas (Public Wi-Fi and Open Data) and worsening of some strategy-related areas (Governance, IT plans, and IT Operation); further examination suggests that it may reflect reprioritization of attention and resources as cities aimed to exploit new national programs on Public Wi-Fi and Open Data. SCIAMM identification of this ""collateral damage"" of national programs shows its value as a public policy designer tool."
